v5.5_gene	v5.3.1	v5.5	v6
Cre01.g016500	Cre01.g016500.t1.3	Cre01.g016500.t1.1	ChCC-v11000855m.g
Cre01.g016600	Cre01.g016600.t1.2	Cre01.g016600.t1.2	ChCC-v11000866m.g
Cre01.g016700	Cre01.g016700.t1.3	Cre01.g016700.t1.1	ChCC-v11000870m.g
Cre01.g016750	Cre01.g016750.t1.2	Cre01.g016750.t1.2	ChCC-v11000871m.g
Cre01.g016800	Cre01.g016800.t1.3	Cre01.g016800.t1.1	ChCC-v11000873m.g
Cre01.g016850	Cre01.g016850.t1.2	Cre01.g016850.t1.2	ChCC-v11000874m.g
Cre01.g016900	Cre01.g016900.t1.2	Cre01.g016900.t1.2	ChCC-v11000875m.g
Cre01.g016950	Cre01.g016950.t1.2	Cre01.g016950.t1.2	ChCC-v11000876m.g
Cre01.g017050	Cre01.g017050.t1.2	Cre01.g017050.t1.2	ChCC-v11000878m.g
Cre01.g017100	Cre01.g017100.t1.3	Cre01.g017100.t1.1	ChCC-v11000880m.g
Cre01.g017150	Cre01.g017150.t1.3	Cre01.g017150.t1.1	ChCC-v11000881m.g
Cre01.g017200	Cre01.g017200.t1.2	Cre01.g017200.t1.2	ChCC-v11000882m.g
Cre01.g017250	Cre01.g017250.t1.2	Cre01.g017250.t1.2	ChCC-v11000884m.g
Cre01.g017300	Cre01.g017300.t1.2	Cre01.g017300.t1.2	ChCC-v11000885m.g
Cre01.g017350	Cre01.g017350.t1.3	Cre01.g017350.t1.1	ChCC-v11000888m.g
Cre01.g017400	Cre01.g017400.t1.3	Cre01.g017400.t1.1	ChCC-v11000889m.g
Cre01.g017450	Cre01.g017450.t1.3	Cre01.g017450.t1.1	ChCC-v11000892m.g
Cre01.g017500	Cre01.g017500.t1.2	Cre01.g017500.t1.2	ChCC-v11000893m.g
Cre01.g017550	Cre01.g017550.t1.3	Cre01.g017550.t1.1	ChCC-v11000895m.g
Cre01.g017600	Cre01.g017600.t1.3	Cre01.g017600.t1.1	ChCC-v11000897m.g
Cre01.g017650	Cre01.g017650.t1.2	Cre01.g017650.t1.2	ChCC-v11000899m.g
Cre01.g017701	Cre01.g017700.t1.3	Cre01.g017701.t1.1	
Cre01.g017750	Cre01.g017750.t1.3	Cre01.g017750.t2.1	
Cre01.g017850	Cre01.g017850.t1.2	Cre01.g017850.t1.2	ChCC-v11000907m.g
Cre01.g017900	Cre01.g017900.t1.3	Cre01.g017900.t1.1	ChCC-v11000908m.g
Cre01.g017951	Cre01.g017950.t1.2	Cre01.g017951.t1.1	ChCC-v11000911m.g
Cre01.g018000	Cre01.g018000.t1.1	Cre01.g018000.t1.1	ChCC-v11000914m.g
Cre01.g018050	Cre01.g018050.t1.2	Cre01.g018050.t1.2	ChCC-v11000915m.g
Cre01.g018100	Cre01.g018100.t1.2	Cre01.g018100.t1.2	ChCC-v11000919m.g
Cre01.g018150	Cre01.g018150.t1.2	Cre01.g018150.t1.2	ChCC-v11000922m.g
Cre01.g018200	Cre01.g018200.t1.3	Cre01.g018200.t1.1	ChCC-v11000925m.g
Cre01.g018350	Cre01.g018350.t1.2	Cre01.g018350.t1.2	ChCC-v11000932m.g
Cre01.g018450	Cre01.g018450.t1.3	Cre01.g018450.t1.1	ChCC-v11000937m.g
Cre01.g018500	Cre01.g018500.t1.3	Cre01.g018500.t1.1	ChCC-v11000939m.g
Cre01.g018550	Cre01.g018550.t1.3	Cre01.g018550.t1.1	ChCC-v11000940m.g
Cre01.g018600	Cre01.g018600.t1.2	Cre01.g018600.t1.2	ChCC-v11000944m.g
Cre01.g018700	Cre01.g018700.t1.3	Cre01.g018700.t1.1	ChCC-v11000950m.g
Cre01.g018750	Cre01.g018750.t1.2	Cre01.g018750.t1.2	ChCC-v11000952m.g
Cre01.g018800	Cre01.g018800.t1.2	Cre01.g018800.t1.2	ChCC-v11000957m.g
Cre01.g018850	Cre01.g018850.t1.2	Cre01.g018850.t1.2	ChCC-v11000964m.g
Cre01.g018900	Cre01.g018900.t1.2	Cre01.g018900.t1.2	ChCC-v11000965m.g
Cre01.g018950	Cre01.g018950.t1.2	Cre01.g018950.t1.2	ChCC-v11000970m.g
Cre01.g019000	Cre01.g019000.t1.2	Cre01.g019000.t1.2	ChCC-v11000973m.g
Cre01.g019100	Cre01.g019100.t1.2	Cre01.g019100.t1.2	ChCC-v11000979m.g
Cre01.g019150	Cre01.g019150.t1.2	Cre01.g019150.t1.2	ChCC-v11000980m.g
Cre01.g019200	Cre01.g019200.t1.3	Cre01.g019200.t1.1	ChCC-v11000981m.g
Cre01.g019250	Cre01.g019250.t1.2	Cre01.g019250.t1.2	ChCC-v11000983m.g
Cre01.g019300	Cre01.g019300.t1.3	Cre01.g019300.t1.1	ChCC-v11000986m.g
Cre01.g019450	Cre01.g019450.t1.3	Cre01.g019450.t1.1	ChCC-v11000991m.g
Cre01.g019500	Cre01.g019500.t1.2	Cre01.g019500.t1.2	ChCC-v11000993m.g
Cre01.g019550	Cre01.g019550.t1.2	Cre01.g019550.t1.2	ChCC-v11000995m.g
Cre01.g019600	Cre01.g019600.t1.2	Cre01.g019600.t1.2	ChCC-v11000999m.g
Cre01.g019650	Cre01.g019650.t1.3	Cre01.g019650.t1.1	ChCC-v11001001m.g
Cre01.g019700	Cre01.g019700.t1.2	Cre01.g019700.t1.2	ChCC-v11001002m.g
Cre01.g019750	Cre01.g019750.t1.3	Cre01.g019750.t1.1	ChCC-v11001003m.g
Cre01.g019850	Cre01.g019850.t1.3	Cre01.g019850.t1.1	ChCC-v11001005m.g
Cre01.g019900	Cre01.g019900.t1.2	Cre01.g019900.t1.2	ChCC-v11001007m.g
Cre01.g019950	Cre01.g019950.t1.2	Cre01.g019950.t1.2	ChCC-v11001008m.g
Cre01.g020000	Cre01.g020000.t1.3	Cre01.g020000.t1.1	ex.Cre01.g020000.t1.1.g
Cre01.g020050	Cre01.g020050.t1.3	Cre01.g020050.t1.1	ChCC-v11001012m.g
Cre01.g020100	Cre01.g020100.t1.3	Cre01.g020100.t1.1	ChCC-v11001015m.g
Cre01.g020182	Cre01.g020150.t1.3	Cre01.g020182.t1.1	ChCC-v11001017m.g
Cre01.g020264	Cre01.g020250.t1.2	Cre01.g020264.t1.1	ChCC-v11001021m.g
Cre01.g020305	Cre01.g020300.t1.2	Cre01.g020305.t1.1	fli.orf.54.g
Cre01.g020350	Cre01.g020350.t1.2	Cre01.g020350.t1.2	ChCC-v11001026m.g
Cre01.g020400	Cre01.g020400.t1.2	Cre01.g020400.t1.2	ChCC-v11001027m.g
Cre01.g020450	Cre01.g020450.t1.2	Cre01.g020450.t1.2	ChCC-v11001030m.g
Cre01.g020500	Cre01.g020500.t1.2	Cre01.g020500.t1.2	ChCC-v11001031m.g
Cre01.g020575	Cre01.g020550.t1.1	Cre01.g020575.t1.1	ChCC-v11001032m.g
Cre01.g020650	Cre01.g020650.t1.3	Cre01.g020650.t1.1	ChCC-v11001034m.g
Cre01.g020701	Cre01.g020700.t1.3	Cre01.g020701.t1.1	ChCC-v11001035m.g
Cre01.g020750	Cre01.g020750.t1.2	Cre01.g020750.t1.2	ChCC-v11001038m.g
Cre01.g020751	Cre01.g020751.t1.2	Cre01.g020751.t1.2	
Cre01.g020800	Cre01.g020800.t1.2	Cre01.g020800.t1.2	ChCC-v11001046m.g
Cre01.g020850	Cre01.g020850.t1.3	Cre01.g020850.t1.1	ChCC-v11001048m.g
Cre01.g020887	Cre01.g020887.t1.2	Cre01.g020887.t1.2	ChCC-v11001049m.g
Cre01.g020918	Cre01.g020900.t1.3	Cre01.g020918.t1.1	ChCC-v11001052m.g
Cre01.g020950	Cre01.g020950.t1.2	Cre01.g020950.t1.2	ChCC-v11001057m.g
Cre01.g021000	Cre01.g021000.t1.3	Cre01.g021000.t1.1	ChCC-v11001058m.g
Cre01.g021050	Cre01.g021050.t1.2	Cre01.g021050.t1.2	ChCC-v11001060m.g
Cre01.g021100	Cre01.g021100.t1.2	Cre01.g021100.t1.2	ChCC-v11001061m.g
Cre01.g021200	Cre01.g021200.t1.2	Cre01.g021200.t1.2	ChCC-v11001065m.g
Cre01.g021251	Cre01.g021250.t1.3	Cre01.g021251.t1.1	ChCC-v11001067m.g
Cre01.g021300	Cre01.g021300.t1.2	Cre01.g021300.t1.2	ChCC-v11001070m.g
Cre01.g021350	Cre01.g021350.t1.2	Cre01.g021350.t1.2	ChCC-v11001073m.g
Cre01.g021400	Cre01.g021400.t1.2	Cre01.g021400.t1.2	ChCC-v11001074m.g
Cre01.g021500	Cre01.g021500.t1.3	Cre01.g021500.t1.1	ChCC-v11001081m.g
Cre01.g021550	Cre01.g021550.t1.3	Cre01.g021550.t1.1	ChCC-v11001086m.g
Cre01.g021600	Cre01.g021600.t1.2	Cre01.g021600.t1.2	ChCC-v11001089m.g
Cre01.g021650	Cre01.g021650.t1.2	Cre01.g021650.t1.2	ChCC-v11001091m.g
Cre01.g021700	Cre01.g021700.t1.3	Cre01.g021700.t1.1	ChCC-v11001092m.g
Cre01.g021750	Cre01.g021750.t1.2	Cre01.g021750.t1.2	ChCC-v11001094m.g
Cre01.g021800	Cre01.g021800.t1.2	Cre01.g021800.t1.2	ChCC-v11001095m.g
Cre01.g021850	Cre01.g021850.t1.3	Cre01.g021850.t1.1	ChCC-v11001096m.g
Cre01.g021900	Cre01.g021900.t1.3	Cre01.g021900.t1.1	ChCC-v11001098m.g
Cre01.g021950	Cre01.g021950.t1.3	Cre01.g021950.t1.1	ChCC-v11001099m.g
Cre01.g022000	Cre01.g022000.t1.3	Cre01.g022000.t1.1	ChCC-v11001100m.g
Cre01.g022050	Cre01.g022050.t1.2	Cre01.g022050.t1.2	ChCC-v11001102m.g
Cre01.g022100	Cre01.g022100.t1.2	Cre01.g022100.t1.2	ChCC-v11001103m.g
Cre01.g022150	Cre01.g022150.t1.1	Cre01.g022150.t1.1	ChCC-v11001104m.g
Cre01.g022200	Cre01.g022200.t1.2	Cre01.g022200.t1.2	ChCC-v11001108m.g
Cre01.g022250	Cre01.g022250.t1.3	Cre01.g022250.t1.1	ChCC-v11001109m.g
Cre01.g022283	Cre01.g022300.t1.3	Cre01.g022283.t1.1	ChCC-v11001110m.g
Cre01.g022350	Cre01.g022350.t1.2	Cre01.g022350.t1.2	ChCC-v11001112m.g
Cre01.g022400	Cre01.g022400.t1.3	Cre01.g022400.t1.1	ChCC-v11001113m.g
Cre01.g022450	Cre01.g022450.t1.3	Cre01.g022450.t1.1	ex.Cre01.g022450.t1.1.g
Cre01.g022462	Cre01.g022462.t1.2	Cre01.g022462.t1.2	
Cre01.g022500	Cre01.g022500.t1.2	Cre01.g022500.t1.2	ChCC-v11001117m.g
Cre01.g022550	Cre01.g022550.t1.3	Cre01.g022550.t1.1	ChCC-v11001119m.g
Cre01.g022600	Cre01.g022600.t1.3	Cre01.g022600.t2.1	ChCC-v11001121m.g
Cre01.g022650	Cre01.g022650.t1.2	Cre01.g022650.t1.2	ChCC-v11001122m.g
Cre01.g022681	Cre01.g022681.t1.3	Cre01.g022681.t2.1	ChCC-v11001124m.g
Cre01.g022700	Cre01.g022700.t1.3	Cre01.g022700.t1.1	ChCC-v11001126m.g
Cre01.g022750	Cre01.g022750.t1.3	Cre01.g022750.t1.1	ChCC-v11001129m.g
Cre01.g022800	Cre01.g022800.t1.3	Cre01.g022800.t1.1	ChCC-v11001130m.g
Cre01.g022850	Cre01.g022850.t1.2	Cre01.g022850.t1.2	ChCC-v11001133m.g
Cre01.g022900	Cre01.g022900.t1.3	Cre01.g022900.t1.1	ChCC-v11001134m.g
Cre01.g022950	Cre01.g022950.t1.2	Cre01.g022950.t1.2	ex.Cre01.g022950.t1.2.g
Cre01.g023050	Cre01.g023050.t1.2	Cre01.g023050.t1.2	ChCC-v11001138m.g
Cre01.g023100	Cre01.g023100.t1.3	Cre01.g023100.t1.1	ChCC-v11001139m.g
Cre01.g023150	Cre01.g023150.t1.2	Cre01.g023150.t1.2	ChCC-v11001141m.g
Cre01.g023200	Cre01.g023200.t1.2	Cre01.g023200.t1.2	ChCC-v11001142m.g
Cre01.g023250	Cre01.g023250.t1.3	Cre01.g023250.t1.1	ChCC-v11001148m.g
Cre01.g023300	Cre01.g023300.t1.2	Cre01.g023300.t1.2	ChCC-v11001152m.g
Cre01.g023350	Cre01.g023350.t1.3	Cre01.g023350.t1.1	ChCC-v11001157m.g
Cre01.g023400	Cre01.g023400.t1.1	Cre01.g023400.t1.1	ChCC-v11001159m.g
Cre01.g023450	Cre01.g023450.t1.2	Cre01.g023450.t1.2	ChCC-v11001160m.g
Cre01.g023500	Cre01.g023500.t1.2	Cre01.g023500.t1.2	ChCC-v11001167m.g
Cre01.g023550	Cre01.g023550.t1.3	Cre01.g023550.t1.1	ChCC-v11001169m.g
Cre01.g023800	Cre01.g023800.t1.3	Cre01.g023800.t1.1	ChCC-v11001178m.g
Cre01.g023850	Cre01.g023850.t1.3	Cre01.g023850.t1.1	ChCC-v11001179m.g
Cre01.g023900	Cre01.g023900.t1.3	Cre01.g023900.t1.1	
Cre01.g023913	Cre01.g023913.t1.2	Cre01.g023913.t1.2	ChCC-v11001180m.g
Cre01.g023950	Cre01.g023950.t1.3	Cre01.g023950.t1.1	ChCC-v11001182m.g
Cre01.g024000	Cre01.g024000.t1.3	Cre01.g024000.t1.1	
Cre01.g024050	Cre01.g024050.t1.2	Cre01.g024050.t1.2	ChCC-v11001185m.g
Cre01.g024100	Cre01.g024100.t1.1	Cre01.g024100.t1.1	ChCC-v11001187m.g
Cre01.g024150	Cre01.g024150.t1.2	Cre01.g024150.t1.2	ChCC-v11001188m.g
Cre01.g024200	Cre01.g024200.t1.3	Cre01.g024200.t1.1	ChCC-v11001190m.g
Cre01.g024250	Cre01.g024250.t1.3	Cre01.g024250.t1.1	ChCC-v11001192m.g
Cre01.g024251	Cre01.g024251.t1.2	Cre01.g024251.t1.2	ChCC-v11001195m.g
Cre01.g024300	Cre01.g024300.t1.2	Cre01.g024300.t1.2	ChCC-v11001196m.g
Cre01.g024350	Cre01.g024350.t1.2	Cre01.g024350.t1.2	ChCC-v11001197m.g
Cre01.g024400	Cre01.g024400.t1.3	Cre01.g024400.t1.1	ChCC-v11001198m.g
Cre01.g024500	Cre01.g024500.t1.3	Cre01.g024500.t1.1	ChCC-v11001204m.g
Cre01.g024550	Cre01.g024550.t1.3	Cre01.g024550.t1.1	ChCC-v11001205m.g
Cre01.g024650	Cre01.g024650.t1.3	Cre01.g024650.t1.1	ChCC-v11001210m.g
Cre01.g024750	Cre01.g024750.t1.3	Cre01.g024750.t1.1	ChCC-v11001219m.g
Cre01.g024800	Cre01.g024800.t1.3	Cre01.g024800.t1.1	ChCC-v11001226m.g
Cre01.g024850	Cre01.g024850.t1.3	Cre01.g024850.t1.1	ChCC-v11001227m.g
Cre01.g024900	Cre01.g024900.t1.3	Cre01.g024900.t1.1	ChCC-v11001229m.g
Cre01.g024950	Cre01.g024950.t1.2	Cre01.g024950.t1.2	ChCC-v11001231m.g
Cre01.g025000	Cre01.g025000.t1.2	Cre01.g025000.t1.2	ChCC-v11001234m.g
Cre01.g025025	Cre01.g025024.t1.2	Cre01.g025025.t1.1	ex.Cre01.g025025.t1.1.g
Cre01.g025050	Cre01.g025050.t1.2	Cre01.g025050.t1.2	ChCC-v11001235m.g
Cre01.g025100	Cre01.g025100.t1.3	Cre01.g025100.t1.1	ChCC-v11001237m.g
Cre01.g025150	Cre01.g025150.t1.2	Cre01.g025150.t1.2	ChCC-v11001238m.g
Cre01.g025200	Cre01.g025200.t1.2	Cre01.g025200.t1.2	ChCC-v11001240m.g
Cre01.g025250	Cre01.g025250.t1.3	Cre01.g025250.t1.1	ChCC-v11001242m.g
Cre01.g025300	Cre01.g025300.t1.3	Cre01.g025300.t1.1	ChCC-v11001244m.g
Cre01.g025350	Cre01.g025350.t1.2	Cre01.g025350.t1.2	ChCC-v11001246m.g
Cre01.g025400	Cre01.g025400.t1.2	Cre01.g025400.t1.2	ChCC-v11001249m.g
Cre01.g025450	Cre01.g025450.t1.2	Cre01.g025450.t1.2	ChCC-v11001250m.g
Cre01.g025500	Cre01.g025500.t1.3	Cre01.g025500.t1.1	ChCC-v11001252m.g
Cre01.g025551	Cre01.g025550.t1.2	Cre01.g025551.t1.1	ChCC-v11001254m.g
Cre01.g025600	Cre01.g025600.t1.2	Cre01.g025600.t1.2	ChCC-v11001257m.g
Cre01.g025650	Cre01.g025650.t1.2	Cre01.g025650.t1.2	ChCC-v11001258m.g
Cre01.g025700	Cre01.g025700.t1.3	Cre01.g025700.t1.1	ChCC-v11001260m.g
Cre01.g025750	Cre01.g025750.t1.3	Cre01.g025750.t1.1	ChCC-v11001262m.g
Cre01.g025767	Cre01.g025767.t1.2	Cre01.g025767.t1.2	ChCC-v11001263m.g
Cre01.g025808	Cre01.g025800.t1.3	Cre01.g025808.t1.1	ChCC-v11001264m.g
Cre01.g025850	Cre01.g025850.t1.2	Cre01.g025850.t1.2	ChCC-v11001267m.g
Cre01.g025900	Cre01.g025900.t1.2	Cre01.g025900.t1.2	ChCC-v11001269m.g
Cre01.g025950	Cre01.g025950.t1.2	Cre01.g025950.t1.2	ChCC-v11001270m.g
Cre01.g026050	Cre01.g026050.t1.2	Cre01.g026050.t1.1	ChCC-v11001277m.g
Cre01.g026150	Cre01.g026150.t1.3	Cre01.g026150.t1.1	ChCC-v11001281m.g
Cre01.g026200	Cre01.g026200.t1.2	Cre01.g026200.t1.2	ChCC-v11001283m.g
Cre01.g026250	Cre01.g026250.t1.2	Cre01.g026250.t1.2	ChCC-v11001284m.g
Cre01.g026300	Cre01.g026300.t1.2	Cre01.g026300.t1.2	ChCC-v11001285m.g
Cre01.g026350	Cre01.g026350.t1.3	Cre01.g026350.t1.1	ChCC-v11001286m.g
Cre01.g026400	Cre01.g026400.t1.3	Cre01.g026400.t1.1	ChCC-v11001288m.g
Cre01.g026450	Cre01.g026450.t1.2	Cre01.g026450.t1.2	ChCC-v11001293m.g
Cre01.g026500	Cre01.g026500.t1.3	Cre01.g026500.t1.1	ChCC-v11001294m.g
Cre01.g026550	Cre01.g026550.t1.1	Cre01.g026550.t1.1	ChCC-v11001296m.g
Cre01.g026600	Cre01.g026600.t1.2	Cre01.g026600.t1.2	ChCC-v11001297m.g
Cre01.g026650	Cre01.g026650.t1.2	Cre01.g026650.t1.2	ChCC-v11001298m.g
Cre01.g026700	Cre01.g026700.t1.3	Cre01.g026700.t1.1	ChCC-v11001300m.g
Cre01.g026750	Cre01.g026750.t1.3	Cre01.g026750.t1.1	ChCC-v11001302m.g
Cre01.g026800	Cre01.g026800.t1.3	Cre01.g026800.t1.1	
Cre01.g026850	Cre01.g026850.t1.3	Cre01.g026850.t1.1	
Cre01.g026900	Cre01.g026900.t1.2	Cre01.g026900.t1.2	ChCC-v11001314m.g
Cre01.g026950	Cre01.g026950.t1.2	Cre01.g026950.t1.2	
Cre01.g027000	Cre01.g027000.t1.2	Cre01.g027000.t1.2	ChCC-v11001316m.g
Cre01.g027050	Cre01.g027050.t1.3	Cre01.g027050.t1.1	ChCC-v11001322m.g
Cre01.g027100	Cre01.g027100.t1.2	Cre01.g027100.t1.2	ChCC-v11001325m.g
Cre01.g027150	Cre01.g027150.t1.3	Cre01.g027150.t1.1	ChCC-v11001326m.g
Cre01.g027200	Cre01.g027200.t1.2	Cre01.g027200.t1.2	ChCC-v11001327m.g
Cre01.g027250	Cre01.g027250.t1.2	Cre01.g027250.t1.2	ChCC-v11001328m.g
Cre01.g027300	Cre01.g027300.t1.3	Cre01.g027300.t1.1	ChCC-v11001329m.g
Cre01.g027350	Cre01.g027350.t1.2	Cre01.g027350.t1.2	ChCC-v11001331m.g
Cre01.g027400	Cre01.g027400.t1.3	Cre01.g027400.t1.1	ChCC-v11001332m.g
Cre01.g027500	Cre01.g027500.t1.3	Cre01.g027500.t1.1	ChCC-v11001337m.g
Cre01.g027600	Cre01.g027600.t1.3	Cre01.g027600.t1.1	ex.Cre01.g027600.t1.1.g
Cre01.g027650	Cre01.g027650.t1.2	Cre01.g027650.t1.2	ex.Cre01.g027650.t1.2.g
Cre01.g027700	Cre01.g027700.t1.2	Cre01.g027700.t1.2	ChCC-v11001348m.g
Cre01.g027750	Cre01.g027750.t1.3	Cre01.g027750.t1.1	ChCC-v11001350m.g
Cre01.g027764	Cre01.g027764.t1.2	Cre01.g027764.t1.2	ChCC-v11001352m.g
Cre01.g027800	Cre01.g027800.t1.2	Cre01.g027800.t1.2	ChCC-v11001354m.g
Cre01.g027850	Cre01.g027850.t1.3	Cre01.g027850.t1.1	ChCC-v11001355m.g
Cre01.g027900	Cre01.g027900.t1.2	Cre01.g027900.t1.2	ChCC-v11001357m.g
Cre01.g027950	Cre01.g027950.t1.2	Cre01.g027950.t1.2	ChCC-v11001361m.g
Cre01.g028000	Cre01.g028000.t1.3	Cre01.g028000.t1.1	ChCC-v11001362m.g
Cre01.g028050	Cre01.g028050.t1.2	Cre01.g028050.t1.2	ex.Cre01.g028050.t1.2.g
Cre01.g028101	Cre01.g028100.t1.2	Cre01.g028101.t1.1	ChCC-v11001364m.g
Cre01.g028150	Cre01.g028150.t1.2	Cre01.g028150.t1.2	ChCC-v11001365m.g
Cre01.g028200	Cre01.g028200.t1.3	Cre01.g028200.t2.1	ChCC-v11001369m.g
Cre01.g028250	Cre01.g028250.t1.2	Cre01.g028250.t1.2	ChCC-v11001370m.g
Cre01.g028300	Cre01.g028300.t1.2	Cre01.g028300.t1.2	ChCC-v11001372m.g
Cre01.g028350	Cre01.g028350.t1.1	Cre01.g028350.t1.1	ChCC-v11001375m.g
Cre01.g028400	Cre01.g028400.t1.3	Cre01.g028400.t1.1	ChCC-v11001377m.g
Cre01.g028423	Cre01.g028423.t1.2	Cre01.g028423.t1.2	ChCC-v11001380m.g
Cre01.g028500	Cre01.g028500.t1.2	Cre01.g028500.t1.2	ChCC-v11001385m.g
Cre01.g028550	Cre01.g028550.t1.2	Cre01.g028550.t1.2	ChCC-v11001386m.g
Cre01.g028600	Cre01.g028600.t1.2	Cre01.g028600.t1.2	ChCC-v11001389m.g
Cre01.g028650	Cre01.g028650.t1.2	Cre01.g028650.t1.2	ChCC-v11001390m.g
Cre01.g028777	Cre01.g028777.t1.2	Cre01.g028777.t1.2	
Cre01.g028850	Cre01.g028850.t1.2	Cre01.g028850.t1.2	ChCC-v11001407m.g
Cre01.g028900	Cre01.g028900.t1.3	Cre01.g028900.t1.1	ChCC-v11001408m.g
Cre01.g028950	Cre01.g028950.t1.2	Cre01.g028950.t1.2	ChCC-v11001411m.g
Cre01.g029000	Cre01.g029000.t1.2	Cre01.g029000.t1.2	ChCC-v11001412m.g
Cre01.g029050	Cre01.g029050.t1.2	Cre01.g029050.t1.2	ChCC-v11001414m.g
Cre01.g029100	Cre01.g029100.t1.2	Cre01.g029100.t1.2	ChCC-v11001418m.g
Cre01.g029150	Cre01.g029150.t1.2	Cre01.g029150.t1.2	ChCC-v11001419m.g
Cre01.g029200	Cre01.g029200.t1.3	Cre01.g029200.t1.1	ChCC-v11001420m.g
Cre01.g029250	Cre01.g029250.t1.2	Cre01.g029250.t1.2	ChCC-v11001423m.g
Cre01.g029300	Cre01.g029300.t1.2	Cre01.g029300.t1.2	ChCC-v11001424m.g
Cre01.g029350	Cre01.g029350.t1.2	Cre01.g029350.t1.2	ChCC-v11001426m.g
Cre01.g029400	Cre01.g029400.t1.2	Cre01.g029400.t1.2	ChCC-v11001427m.g
Cre01.g029450	Cre01.g029450.t1.3	Cre01.g029450.t1.1	ChCC-v11001430m.g
Cre01.g029500	Cre01.g029500.t1.2	Cre01.g029500.t1.2	ChCC-v11001438m.g
Cre01.g029550	Cre01.g029550.t1.3	Cre01.g029550.t1.1	ChCC-v11001442m.g
Cre01.g029600	Cre01.g029600.t1.2	Cre01.g029600.t1.2	ChCC-v11001443m.g
Cre01.g029650	Cre01.g029650.t1.3	Cre01.g029650.t1.1	ChCC-v11001445m.g
Cre01.g029700	Cre01.g029700.t1.2	Cre01.g029700.t1.2	ChCC-v11001446m.g
Cre01.g029750	Cre01.g029750.t1.3	Cre01.g029750.t1.1	ChCC-v11001449m.g
Cre01.g029800	Cre01.g029800.t1.2	Cre01.g029800.t1.2	ChCC-v11001450m.g
Cre01.g029850	Cre01.g029850.t1.2	Cre01.g029850.t1.2	ChCC-v11001452m.g
Cre01.g029900	Cre01.g029900.t1.2	Cre01.g029900.t1.2	ChCC-v11001455m.g
Cre01.g029950	Cre01.g029950.t1.2	Cre01.g029950.t1.2	ChCC-v11001458m.g
Cre01.g030050	Cre01.g030050.t1.2	Cre01.g030050.t1.2	ChCC-v11001461m.g
Cre01.g030150	Cre01.g030150.t1.2	Cre01.g030150.t1.2	ChCC-v11001466m.g
Cre01.g030200	Cre01.g030200.t1.2	Cre01.g030200.t1.2	ChCC-v11001468m.g
Cre01.g030250	Cre01.g030250.t1.2	Cre01.g030250.t1.2	ChCC-v11001473m.g
Cre01.g030300	Cre01.g030300.t1.3	Cre01.g030300.t1.1	ChCC-v11001474m.g
Cre01.g030350	Cre01.g030350.t1.1	Cre01.g030350.t1.1	ChCC-v11001481m.g
Cre01.g030400	Cre01.g030400.t1.3	Cre01.g030400.t1.1	ChCC-v11001482m.g
Cre01.g030450	Cre01.g030450.t1.3	Cre01.g030450.t1.1	ChCC-v11001484m.g
Cre01.g030500	Cre01.g030500.t1.2	Cre01.g030500.t1.2	ChCC-v11001488m.g
Cre01.g030550	Cre01.g030550.t1.2	Cre01.g030550.t1.2	ChCC-v11001490m.g
Cre01.g030600	Cre01.g030600.t1.3	Cre01.g030600.t1.1	ChCC-v11001493m.g
Cre01.g030650	Cre01.g030650.t1.2	Cre01.g030650.t1.2	ChCC-v11001500m.g
Cre01.g030750	Cre01.g030750.t1.3	Cre01.g030750.t1.1	ChCC-v11001511m.g
Cre01.g030800	Cre01.g030800.t1.2	Cre01.g030800.t1.2	ChCC-v11001513m.g
Cre01.g030850	Cre01.g030850.t1.2	Cre01.g030850.t1.2	ChCC-v11001515m.g
Cre01.g030900	Cre01.g030900.t1.3	Cre01.g030900.t1.1	ChCC-v11001516m.g
Cre01.g030950	Cre01.g030950.t1.1	Cre01.g030950.t1.1	ChCC-v11001517m.g
Cre01.g031050	Cre01.g031050.t1.1	Cre01.g031050.t2.1	ChCC-v11001522m.g
Cre01.g031100	Cre01.g031100.t1.2	Cre01.g031100.t1.2	ChCC-v11001523m.g
Cre01.g031250	Cre01.g031250.t1.2	Cre01.g031250.t1.2	ChCC-v11001528m.g
Cre01.g031300	Cre01.g031300.t1.3	Cre01.g031300.t1.1	ChCC-v11001531m.g
Cre01.g031350	Cre01.g031350.t1.2	Cre01.g031350.t1.2	
Cre01.g031400	Cre01.g031400.t1.2	Cre01.g031400.t1.2	ChCC-v11001536m.g
Cre01.g031450	Cre01.g031450.t1.2	Cre01.g031450.t1.2	ChCC-v11001537m.g
Cre01.g031500	Cre01.g031500.t1.2	Cre01.g031500.t1.2	ChCC-v11001538m.g
Cre01.g031550	Cre01.g031550.t1.3	Cre01.g031550.t1.1	ChCC-v11001540m.g
Cre01.g031600	Cre01.g031600.t1.2	Cre01.g031600.t1.2	ChCC-v11001542m.g
Cre01.g031650	Cre01.g031650.t1.3	Cre01.g031650.t1.1	ChCC-v11001546m.g
Cre01.g031700	Cre01.g031700.t1.3	Cre01.g031700.t3.1	ChCC-v11001548m.g
Cre01.g031750	Cre01.g031750.t1.2	Cre01.g031750.t1.2	ChCC-v11001551m.g
Cre01.g031800	Cre01.g031800.t1.3	Cre01.g031800.t1.1	ChCC-v11001552m.g
Cre01.g031850	Cre01.g031850.t1.1	Cre01.g031850.t1.1	ChCC-v11001554m.g
